Area Codes,All Ages
E01020011,1317
E01020012,1672
E01020033,2251
E01033235,1295
E01033236,1083
E07000042,79789
E01020046,1560
E01020049,1303
E01020050,2189
E01020077,1622
E01020047,2163
E01020051,1744
E01020066,3002
E01020080,1274
E01020063,2481
E01020074,2151
E01020075,1979
E01020052,1846
E01020053,1497
E01020065,2082
E01020067,2026
E01020048,2169
E01020078,1401
E01020079,1305
E01020081,1337
E01020045,1592
E01020059,2122
E01020062,1560
E01020064,1866
E01020054,2347
E01020055,1821
E01020057,2161
E01020058,1886
E01020043,2035
E01020044,1626
E01020056,2225
E01020071,1897
E01020072,1676
E01020073,1658
E01020076,1778
E01020082,1195
E01020068,1545
E01020069,1571
E01020070,1866
E01020083,2423
E01020041,2380
E01020042,1593
E01020060,1679
E01020061,2156
E07000043,94615
E01020111,1367
E01020112,1631
E01020114,1225
E01020115,1212
E01020099,1383
E01020100,1061
E01020101,1469
E01020126,1608
E01020113,1509
E01020116,1631
E01020117,1486
E01020118,1374
E01020090,1780
E01020108,2222
E01020109,1416
E01020089,2426
E01020091,1327
E01020092,1415
E01020093,1425
E01020110,2712
E01020088,2086
E01020120,1920
E01020127,1923
E01020132,1727
E01020133,1426
E01020134,1193
E01020139,1409
E01020094,1641
E01020095,1503
E01020140,1139
E01020141,1839
E01020096,1701
E01020123,1539
E01020124,1333
E01020125,1361
E01020102,1619
E01020103,1648
E01020104,1363
E01020128,1507
E01020129,1191
E01020130,1501
E01020105,1673
E01020106,1105
E01020107,1645
E01020119,1410
E01020084,1487
E01020085,1565
E01020086,1511
E01020121,1994
E01020122,1830
E01020097,2316
E01020131,2223
E01020135,1636
E01020136,1834
E01020137,1554
E01020087,2046
E01020098,2117
E01020138,2421
E07000044,84306
E01020144,1435
E01020145,2241
E01020146,1190
E01020149,1356
E01020148,1130
E01020157,2359
E01020160,1914
E01020176,1101
E01020177,1422
E01020180,1985
E01020181,1757
E01020182,1480
E01020183,1384
E01020184,1613
E01020153,1137
E01020156,2036
E01020170,2126
E01020188,1910
E01020161,2463
E01020162,1604
E01020163,1782
E01020164,1498
E01020165,1579
E01020166,1480
E01020167,1325
E01020142,2550
E01020143,2345
E01020150,1829
E01020151,1568
E01020152,1348
E01020154,1547
E01020155,1105
E01020147,1919
E01020158,1665
E01020159,1544
E01020190,2224
E01020171,1853
E01020185,1305
E01020186,1410
E01020187,1797
E01020168,2040
E01020169,2248
E01020189,2038
E01020174,1522
E01020175,2005
E01020178,2061
E01020172,1807
E01020173,1338
E01020179,1931
E07000045,129856
E01020243,1161
E01020262,1309
E01020263,1565
E01020274,1328
E01020240,1699
E01020241,1767
E01020242,1974
E01020244,1402
E01020245,1587
E01020205,1465
E01020258,1781
E01020259,1105
E01020273,1392
E01020203,1705
E01020206,1507
E01020220,1576
E01020221,1859
E01020222,1270
E01020223,1732
E01020229,2564
E01020230,1690
E01020231,1508
E01020232,1935
E01020228,1749
E01020233,1736
E01020234,1446
E01020235,1721
E01020202,1812
E01020204,1586
E01020236,1223
E01020237,1538
E01020265,1672
E01020266,1679
E01020267,1517
E01020268,1708
E01020270,1685
E01020250,1574
E01020252,1443
E01020253,1490
E01020254,1366
E01020255,1300
E01020257,1200
E01020264,1536
E01020269,1794
E01020271,1601
E01020272,1862
E01020200,1092
E01020201,1517
E01020251,1455
E01020260,1273
E01020261,1200
E01020208,1272
E01020209,1432
E01020210,1203
E01020219,2236
E01020191,2127
E01020194,1502
E01020207,2122
E01020256,1418
E01020211,1538
E01020217,1701
E01020218,1650
E01020224,1190
E01020216,1646
E01020225,1367
E01020226,1398
E01020227,1449
E01020212,1233
E01020213,1518
E01020214,1565
E01020215,1303
E01020195,1833
E01020196,1723
E01020197,1276
E01020198,1424
E01020199,1626
E01020246,1111
E01020247,1620
E01020248,1782
E01020249,1343
E01020192,1466
E01020193,1596
E01020238,1255
E01020239,1275
E07000046,66977
E01020275,1287
E01020276,1478
E01020297,1538
E01020299,1851
E01020298,2157
E01020300,1739
E01020310,2171
E01020280,2266
E01020281,2087
E01020282,1625
E01020277,2158
E01020278,1646
E01020279,2924
E01020283,1822
E01020284,2023
E01020285,2086
E01020288,1628
E01020292,1558
E01020295,1665
E01020296,1476
E01020304,1785
E01020305,1120
E01020306,1276
E01020307,1698
E01020287,1611
E01020303,1622
E01020308,1833
E01020311,2153
E01020291,1660
E01020293,2204
E01020294,2145
E01020302,1826
E01020309,1784
E01020286,1768
E01020289,1563
E01020290,1746
E01020301,1998
E07000047,54582
E01020320,1721
E01020321,2319
E01020322,2602
E01020326,2082
E01020327,1823
E01020328,2236
E01020329,1577
E01020330,1856
E01020318,1471
E01020319,1638
E01020323,2096
E01020339,1656
E01020314,1733
E01020325,1638
E01020331,1603
E01020340,1687
E01020332,1780
E01020333,1920
E01020334,1905
E01020335,1649
E01020336,1329
E01020337,1397
E01020338,2427
E01020317,1447
E01020324,1507
E01020341,1549
E01020342,1566
E01020312,1580
E01020313,1448
E01020315,1510
E01020316,1830
E07000048,49481
E01020343,1547
E01020344,1544
E01020345,1250
E01020365,1662
E01020351,1330
E01020352,1513
E01020353,1782
E01020359,1365
E01020366,2196
E01020349,1803
E01020350,1767
E01020357,2153
E01020358,1590
E01020369,1397
E01020370,1479
E01020371,1573
E01020372,1311
E01020346,1623
E01020347,1814
E01020348,1671
E01020363,1194
E01020360,1712
E01020361,1727
E01020364,1612
E01020367,1868
E01020368,2555
E01020354,1516
E01020355,1914
E01020356,1557
E01020362,1456
E07000049,89093
E01020373,1362
E01020374,1516
E01020389,2137
E01020397,1429
E01020416,1579
E01020417,1110
E01020418,1495
E01020419,1859
E01020420,1344
E01020411,1104
E01020412,1575
E01020413,1506
E01020414,2025
E01020415,1502
E01020403,1567
E01020404,1586
E01020405,1573
E01020406,2340
E01020396,1032
E01020398,2328
E01020409,1300
E01020410,1298
E01020421,1364
E01020422,1727
E01020423,1480
E01020424,1365
E01020425,1779
E01020377,1633
E01020379,1569
E01020380,1090
E01020381,1265
E01020390,1353
E01020391,1456
E01020392,1739
E01020393,1623
E01020394,1735
E01020375,1344
E01020376,1115
E01020378,1602
E01020407,1200
E01020408,1134
E01020426,1878
E01020427,1725
E01020428,2044
E01020429,2030
E01020395,1891
E01020399,2547
E01020400,1617
E01020401,1465
E01020402,1558
E01020382,1571
E01020383,1843
E01020384,1730
E01020385,1206
E01020386,1255
E01020387,1116
E01020388,1477
E07000050,71064
E01020443,2630
E01020447,1812
E01020463,1683
E01020464,1605
E01020440,1880
E01020450,2258
E01020462,1779
E01033156,1844
E01033158,1433
E01020454,2025
E01020455,3160
E01020456,1818
E01020457,1641
E01020433,1752
E01020434,1803
E01020449,1970
E01020458,2172
E01020459,2763
E01020444,1794
E01020445,1521
E01020446,1532
E01020460,2390
E01020442,1939
E01020452,2405
E01020453,1657
E01033154,2389
E01033159,1126
E01020435,1753
E01020436,2231
E01020437,2074
E01020438,1987
E01020439,2396
E01020430,1473
E01020431,1259
E01020432,1228
E01020441,1858
E01020448,2024
E07000051,46336
E01020465,1948
E01020469,2120
E01020470,1815
E01020471,1378
E01020472,1489
E01020473,1578
E01020474,1779
E01020475,2069
E01020476,1237
E01020477,1528
E01020485,1528
E01020486,1451
E01020487,1294
E01020488,1554
E01020489,1404
E01020490,1671
E01020491,1752
E01020492,1179
E01020493,2785
E01020466,1754
E01020467,1787
E01020468,1487
E01020478,1076
E01020479,1279
E01020480,1592
E01020481,1449
E01020482,1632
E01020483,1241
E01020484,1480
E07000052,101382
E01020542,1271
E01020543,1417
E01020544,1722
E01020546,1903
E01020547,1056
E01032642,2355
E01020497,1880
E01020508,2042
E01020541,1982
E01020550,1598
E01020494,1158
E01020495,1366
E01020496,1564
E01020506,1823
E01020530,1884
E01020534,2152
E01020509,2803
E01020510,2008
E01020529,2166
E01020539,2108
E01020540,2555
E01020511,1716
E01020532,1639
E01020533,1975
E01020535,1756
E01020498,2062
E01020499,1408
E01020500,1615
E01020501,1367
E01020507,1910
E01020517,1708
E01020531,1691
E01020536,2214
E01020502,1708
E01020503,1735
E01020504,2172
E01020526,1352
E01020527,1502
E01020528,2349
E01032641,2108
E01032643,1680
E01032644,1035
E01032645,1278
E01020518,1601
E01020519,1762
E01020520,1430
E01020523,1250
E01020524,1466
E01020525,1322
E01020505,1864
E01020537,2082
E01020538,1877
E01020549,2129
E01020512,2102
E01020513,1622
E01020514,1392
E01020515,1191
E01020516,1499
E07000053,65371
E01020551,1950
E01020552,1824
E01020570,1569
E01020571,2014
E01020557,1649
E01020558,1666
E01020559,1575
E01020560,1901
E01020561,1917
E01020574,1871
E01020575,1745
E01020576,1715
E01020579,2009
E01020580,1434
E01020553,1373
E01020554,1756
E01020555,1435
E01020556,1502
E01020581,1952
E01020582,1646
E01020572,1902
E01020573,1835
E01020577,1554
E01020578,2092
E01020583,1967
E01020584,1741
E01020585,1567
E01020586,1263
E01020587,1516
E01020588,1330
E01020589,1474
E01020563,1660
E01020569,1579
E01033200,2121
E01020562,2112
E01020564,1630
E01020565,1507
E01020566,2018
E07000078,117530
E01022163,1532
E01022164,1408
E01022165,1492
E01022166,1271
E01022143,1432
E01022144,1135
E01022145,1207
E01022146,1350
E01022122,1400
E01022160,2122
E01022161,1399
E01022162,1574
E01022139,1585
E01022151,1632
E01022152,1416
E01022153,1701
E01022154,1750
E01022120,1573
E01022121,1802
E01022147,1795
E01022157,1604
E01022159,1617
E01022131,1302
E01022132,1499
E01022133,1468
E01022134,1636
E01022148,1471
E01022149,1474
E01022150,1587
E01022155,1530
E01022156,1622
E01022158,2350
E01022100,1647
E01022101,1773
E01022102,1903
E01022140,1314
E01022141,1414
E01022142,1490
E01022116,1510
E01022117,1839
E01022119,1302
E01022124,1243
E01022125,1180
E01022126,1371
E01022127,1980
E01022106,1716
E01022107,1560
E01022108,1807
E01022123,2209
E01022135,1764
E01022136,1390
E01022137,1641
E01022138,1724
E01022174,1341
E01022103,2456
E01022104,1682
E01022105,1486
E01022109,1515
E01022110,1431
E01022111,1445
E01022112,1259
E01022167,1308
E01022168,1094
E01022169,1549
E01022170,1405
E01022171,1387
E01022172,1434
E01022173,1287
E01022113,1666
E01022114,1573
E01022115,1632
E01022118,1454
E01022128,1576
E01022129,2359
E01022130,1678
E07000079,85756
E01022179,1999
E01022182,1499
E01022183,1495
E01022184,1469
E01022185,1437
E01022177,1943
E01022178,1282
E01022205,1719
E01022211,1806
E01022212,2278
E01022180,2259
E01022181,1569
E01022214,2612
E01022222,1871
E01022186,1684
E01022187,1921
E01022201,1765
E01022216,1873
E01022175,1908
E01022207,1736
E01022213,1838
E01022215,1791
E01022188,1743
E01022189,1339
E01022190,1490
E01022196,1747
E01022197,1831
E01022194,1736
E01022195,1764
E01022199,1852
E01022200,1276
E01022191,1427
E01022192,1316
E01022193,1084
E01022198,1296
E01022225,2488
E01022202,1037
E01022203,1853
E01022204,1329
E01022208,1558
E01022209,1207
E01022210,1276
E01022221,1931
E01022223,2696
E01022224,1609
E01022176,1951
E01022206,1909
E01022217,1267
E01022218,1255
E01022219,1253
E01022220,1482
E07000080,85385
E01022233,1915
E01022235,1812
E01022247,2805
E01022270,1907
E01022271,1639
E01022261,2146
E01022262,2132
E01022267,1657
E01022251,1443
E01022252,1774
E01022258,1277
E01022259,1632
E01022260,1891
E01022236,2118
E01022237,1477
E01022238,1514
E01022239,1656
E01022240,2199
E01022249,2022
E01022250,2026
E01022228,1700
E01022230,1799
E01022265,1651
E01022266,1400
E01022234,1519
E01022253,1583
E01022263,1828
E01022229,1734
E01022241,1822
E01022242,1505
E01022243,1239
E01022244,1547
E01022245,1398
E01022246,1358
E01022231,1675
E01022232,1515
E01022264,1579
E01022268,1706
E01022269,1863
E01022226,1507
E01022227,1545
E01022254,2375
E01022255,1499
E01022256,1755
E01022257,1817
E01022248,1753
E01022272,1392
E01022273,1438
E01022274,1211
E01022275,1630
E07000081,128488
E01022313,1638
E01022315,1417
E01022316,1564
E01022317,1525
E01022318,1891
E01022309,1504
E01022310,1922
E01022311,1991
E01022312,2457
E01022314,1451
E01022295,1403
E01022296,1537
E01022297,1328
E01022298,1560
E01022332,1754
E01022347,1893
E01022348,3067
E01032932,1723
E01032937,1159
E01022288,1945
E01022289,1706
E01022290,1437
E01022291,1738
E01022292,1500
E01022283,1506
E01022303,1392
E01022304,1636
E01022305,1356
E01022308,1431
E01022278,1693
E01022279,1463
E01022282,2824
E01022284,1300
E01022285,1450
E01022286,1609
E01022287,1808
E01022293,1592
E01022294,1596
E01022323,1772
E01022328,1307
E01022329,1728
E01022326,1361
E01022327,1619
E01022330,1486
E01022331,1396
E01022333,1486
E01022334,1589
E01022276,1665
E01022277,1509
E01022280,1579
E01022281,1719
E01022306,1372
E01022307,1639
E01022319,1553
E01022320,1750
E01022321,1526
E01022322,1329
E01022324,1513
E01022325,1371
E01022343,1356
E01022344,1516
E01022345,1445
E01022346,1521
E01022299,1342
E01022300,1348
E01022301,1571
E01022302,1549
E01022339,1716
E01022340,1407
E01022341,2524
E01022342,1710
E01022335,1412
E01022336,1114
E01022338,1355
E01032933,1875
E01032934,1984
E01032935,1734
E01032936,3974
E07000082,117381
E01022378,2119
E01022379,1503
E01022380,2293
E01022412,3422
E01022354,2251
E01022390,1197
E01022391,1438
E01022392,1595
E01022376,1862
E01022396,1674
E01022397,1973
E01022398,1156
E01022355,1687
E01022356,2622
E01022357,1915
E01022358,1636
E01022377,2196
E01022389,1739
E01022400,1844
E01022401,1415
E01022402,1593
E01022403,1453
E01022404,1750
E01022365,2576
E01022399,2051
E01022410,2129
E01022411,2174
E01022414,2505
E01022393,1454
E01022394,1592
E01022395,1494
E01022408,1022
E01022409,1286
E01022366,1729
E01022367,1662
E01022368,1381
E01022369,1678
E01022370,1294
E01022371,1057
E01022405,1536
E01022406,1269
E01022407,1280
E01022350,2120
E01022382,1638
E01022383,1434
E01022384,1450
E01022359,1530
E01022360,1595
E01022361,1236
E01022362,1138
E01022363,1782
E01022364,1142
E01022351,1664
E01022352,1304
E01022353,1443
E01022413,1923
E01022385,1543
E01022386,1582
E01022387,1582
E01022388,1782
E01022372,2065
E01022373,1775
E01022374,2066
E01022375,1343
E01022381,2172
E01022415,1572
E01022416,1498
E01022417,1813
E01022418,1687
E07000083,88589
E01022450,2259
E01022451,1511
E01022452,1433
E01022455,1897
E01032938,1696
E01032939,1663
E01032940,1640
E01022456,1330
E01022457,1418
E01022458,1482
E01022459,1583
E01022460,1912
E01022461,1390
E01022462,1842
E01022449,1919
E01022463,1534
E01022464,1593
E01022465,1566
E01022466,2093
E01022434,2157
E01022441,1623
E01022445,1377
E01022453,1990
E01022432,2040
E01022433,2105
E01022435,2959
E01022436,2361
E01022437,1496
E01022438,1318
E01022439,1602
E01022440,1704
E01022442,1644
E01022443,1384
E01022444,1535
E01022425,1196
E01022426,1472
E01022427,1448
E01022428,1972
E01022429,1580
E01022430,1486
E01022431,2083
E01022447,1711
E01022420,2763
E01022448,1457
E01022454,1949
E01022421,1710
E01022422,2350
E01022423,2044
E01022424,1554
E01022446,2758
E07000187,112545
E01029022,1379
E01029023,1211
E01029044,1351
E01029053,2330
E01029057,2107
E01029024,2165
E01029025,1354
E01029026,979
E01029068,1371
E01029069,1110
E01029030,1915
E01029031,1706
E01029032,1008
E01029033,1478
E01029034,1382
E01029036,1915
E01029041,1999
E01029042,1487
E01029043,1521
E01029045,1663
E01029052,2171
E01029060,1935
E01029061,2430
E01029083,1326
E01029018,2357
E01029056,2446
E01029064,1510
E01029084,1526
E01029029,1741
E01029035,1981
E01029037,1432
E01029038,1454
E01029039,1544
E01029040,1672
E01029078,1872
E01029079,1566
E01029080,1570
E01029081,1728
E01029082,1372
E01029062,1550
E01029063,2682
E01029065,1579
E01029066,1746
E01029067,1606
E01029020,1439
E01029021,1238
E01029027,1248
E01029028,1166
E01029058,2335
E01029046,1507
E01029050,2478
E01029051,1472
E01032627,2181
E01029047,1462
E01029054,1584
E01029055,1202
E01029074,2184
E01029076,2255
E01029019,2418
E01029059,2100
E01029077,2034
E01029070,2233
E01029071,1499
E01029072,1643
E01029073,1268
E01029075,1372
E07000188,121436
E01029085,2046
E01029126,1557
E01029127,1527
E01029128,1931
E01029129,2136
E01029089,2348
E01029113,1662
E01029115,1606
E01029140,3463
E01032633,2245
E01029086,2221
E01029147,1684
E01029148,1590
E01029149,1433
E01029114,1495
E01029116,1622
E01029117,1634
E01029119,1525
E01029120,1505
E01029118,1732
E01029131,2372
E01029132,1576
E01029133,1322
E01029134,1953
E01029135,1665
E01029136,2107
E01029145,1985
E01029152,2168
E01029121,1252
E01029122,1444
E01029123,1142
E01029124,1798
E01029125,1372
E01029093,1648
E01029096,1503
E01029106,1729
E01029107,1543
E01029109,1464
E01029094,1774
E01029095,1693
E01029110,2265
E01029111,2505
E01029112,1959
E01029090,2661
E01029091,1636
E01029092,1465
E01029108,2037
E01029102,1961
E01029103,1517
E01029104,1541
E01032631,1461
E01032632,1380
E01032634,1282
E01029130,2108
E01029137,1701
E01029138,1486
E01029139,1495
E01029150,1333
E01029151,1347
E01029097,1433
E01029098,1643
E01029099,1333
E01029100,1402
E01029105,1603
E01029101,1101
E01029142,1487
E01029143,1408
E01029144,1217
E01032629,2508
E01032630,2689
E07000189,165645
E01029157,1485
E01029158,1560
E01029221,2483
E01029166,2259
E01029167,1732
E01029168,1600
E01029210,1655
E01029211,1380
E01029224,1709
E01029225,2050
E01029226,1643
E01029200,1501
E01029201,1554
E01029222,1751
E01029223,1210
E01029155,1731
E01029227,2018
E01029228,1994
E01029229,1929
E01029164,1555
E01029165,1217
E01029198,1246
E01029199,3042
E01029187,1111
E01029188,1458
E01029196,1525
E01029197,1279
E01029154,1790
E01029156,1856
E01029206,1501
E01029207,1453
E01029202,1281
E01029203,1480
E01029204,1186
E01029205,1721
E01029163,2195
E01029216,1556
E01029217,1500
E01029218,2060
E01029238,1593
E01029252,1411
E01029253,2466
E01029254,1340
E01029160,2646
E01029248,1607
E01029250,1352
E01029251,1410
E01029161,1573
E01029162,1484
E01029247,1653
E01029255,1453
E01029231,1502
E01029233,1651
E01029235,1337
E01029236,1573
E01029237,1915
E01029232,1580
E01029234,2061
E01029239,1548
E01029240,1417
E01029241,2006
E01029245,2241
E01029246,1406
E01029249,1304
E01029189,1068
E01029190,1337
E01029191,1183
E01029192,1425
E01029212,1069
E01029213,1245
E01029214,1203
E01029215,1148
E01029159,1681
E01029242,1426
E01029243,1580
E01029244,1564
E01029193,1954
E01029194,2690
E01029195,1575
E01029208,1181
E01029209,1329
E01029178,1464
E01029179,1046
E01029180,1420
E01029181,1345
E01029182,1548
E01029183,1635
E01029184,1741
E01029185,1619
E01029186,1421
E01029169,1673
E01029172,1423
E01029173,1333
E01029176,1284
E01029177,1157
E01029170,1179
E01029171,2202
E01029174,1133
E01029175,2310
E01029153,2344
E01029219,1431
E01029220,1230
E01029230,2264
E07000190,115515
E01029258,1602
E01029259,1509
E01029260,2230
E01029268,1593
E01029276,1692
E01029278,1378
E01029290,1343
E01029306,1552
E01029319,1434
E01029267,1653
E01029320,1650
E01029321,2305
E01029297,1290
E01029298,1489
E01029304,1520
E01029305,1348
E01029307,1468
E01029271,1806
E01029273,1289
E01029274,1681
E01029275,1277
E01029279,1441
E01029282,1360
E01029291,1576
E01029294,1762
E01029317,1475
E01029318,2703
E01029285,2317
E01029287,1493
E01029288,1471
E01029289,1899
E01029299,1531
E01029300,1916
E01029256,1847
E01029257,2286
E01029277,1390
E01032651,2233
E01032652,1647
E01029280,1736
E01029281,1631
E01029283,1761
E01029292,1567
E01029293,1608
E01029266,1416
E01029284,1613
E01029286,1756
E01029301,2009
E01029303,1971
E01029263,1383
E01029264,1298
E01029265,1291
E01029302,1737
E01029308,2119
E01029309,2649
E01029311,1760
E01029312,1397
E01029313,1292
E01029316,1709
E01029262,2305
E01029269,2234
E01029310,1798
E01029314,2945
E01029315,1412
E01029261,2143
E01029270,2189
E01029295,1552
E01029296,1778
E07000191,34306
E01029324,1683
E01029329,1680
E01029330,2042
E01032636,1823
E01029322,1990
E01029331,1410
E01029333,1157
E01029336,1997
E01029326,1173
E01029334,1189
E01029339,1443
E01029341,1216
E01032635,2154
E01029327,1981
E01029335,1038
E01029337,2117
E01029342,1127
E01029343,1653
E01029325,1825
E01029328,1891
E01029338,1717
W06000001,69723
W01000003,2624
W01000004,1225
W01000018,1348
W01000028,1948
W01000031,1486
W01000010,1946
W01000020,1281
W01000021,2296
W01000032,995
W01000016,1299
W01000017,1654
W01000029,1527
W01000030,2307
W01000033,1482
W01000036,1030
W01000037,1169
W01000022,1635
W01000034,1151
W01000039,1021
W01000040,1106
W01000043,1231
W01000044,1142
W01000005,1804
W01000013,2277
W01000019,1382
W01000026,1173
W01000035,1840
W01000006,1598
W01000012,1553
W01000014,2273
W01000041,1554
W01000001,1056
W01000002,1320
W01000009,1918
W01000023,1455
W01000024,1496
W01000008,1551
W01000011,1085
W01000015,1525
W01000042,2163
W01000007,1691
W01000025,2059
W01000027,1764
W01000038,2283
W06000002,123627
W01000062,2165
W01000076,1125
W01000077,1503
W01000091,1202
W01000092,4017
W01000064,1997
W01000072,1911
W01000075,1492
W01000090,1415
W01000102,1207
W01000050,1407
W01000071,2367
W01000096,1338
W01000097,1142
W01000115,2213
W01000052,1221
W01000053,1262
W01000087,1986
W01000119,2393
W01000063,2122
W01000081,2089
W01000099,1667
W01000103,1279
W01000059,2105
W01000093,2219
W01000098,2442
W01000110,1570
W01000054,1131
W01000088,2088
W01000111,1629
W01000118,1749
W01000073,1748
W01000086,2268
W01000104,1883
W01000112,1945
W01000056,1940
W01000065,1135
W01000113,1899
W01000114,1525
W01000066,1256
W01000100,1071
W01000105,1809
W01000106,1655
W01000107,1254
W01000047,1294
W01000061,1773
W01000078,1699
W01000089,2163
W01000070,1260
W01000094,1351
W01000095,1415
W01000108,2231
W01000109,1921
W01000069,1521
W01000074,1900
W01000079,1012
W01000101,1537
W01000080,1737
W01000084,1225
W01001932,2966
W01000051,2046
W01000060,1316
W01000082,1081
W01000083,1433
W01000048,1396
W01000049,1093
W01000057,1413
W01000067,1199
W01000068,1480
W01000085,1995
W01000116,1678
W01000117,1521
W01001933,2130
W06000003,116538
W01000132,1681
W01000146,2085
W01000147,1468
W01000169,1850
W01000186,1708
W01000133,1871
W01000168,1831
W01000187,1588
W01000188,1683
W01000154,1448
W01000173,1514
W01000174,1705
W01000175,1606
W01000155,1468
W01000156,1513
W01000157,1470
W01000158,1569
W01000149,1502
W01000150,1490
W01000151,1647
W01000152,1467
W01000184,2375
W01000135,2126
W01000136,2719
W01000165,2033
W01000166,2628
W01000139,1376
W01000143,1530
W01000144,1364
W01000182,1934
W01000138,1735
W01000145,1274
W01000180,1639
W01000181,1490
W01000183,1527
W01000126,1606
W01000127,1158
W01000128,1347
W01000153,1642
W01000163,1354
W01000164,1381
W01000140,1521
W01000141,1534
W01000142,1546
W01000178,1912
W01000179,1645
W01001927,1401
W01001928,1181
W01000167,1987
W01000176,1698
W01000177,1122
W01001926,2230
W01000124,2031
W01000129,1097
W01000130,1873
W01000131,2028
W01000123,1816
W01000125,1328
W01000170,1904
W01000171,1504
W01000172,1227
W01000122,2114
W01000159,1399
W01000162,1954
W01000190,1397
W01000121,1170
W01000134,2113
W01000137,1499
W01000148,1179
W01000185,1298
W01000189,1428
W06000004,94805
W01000218,1503
W01000219,2660
W01000220,1605
W01000213,1409
W01000214,1231
W01000215,1438
W01000216,1387
W01000212,2136
W01000221,1313
W01000222,1790
W01000226,1595
W01000227,1574
W01000228,1181
W01000239,1593
W01000240,1575
W01000241,1422
W01000236,1907
W01000237,1862
W01000238,1741
W01000200,1294
W01000201,1555
W01000217,1962
W01000248,1645
W01000191,2228
W01000223,1283
W01000224,1439
W01000225,1489
W01000245,1685
W01000246,1623
W01000247,1901
W01000194,2011
W01000198,1480
W01000199,1782
W01000195,1414
W01000196,1517
W01000197,1690
W01000211,1923
W01000203,2462
W01000204,1478
W01000206,2069
W01000242,1934
W01000243,1992
W01000244,1728
W01000193,1332
W01000202,1641
W01000207,2298
W01000192,1033
W01000205,1229
W01000208,1170
W01000209,1558
W01000210,1366
W01000231,1444
W01000232,1589
W01000233,1213
W01000235,1273
W01000229,1685
W01000230,1896
W01000234,1572
W06000005,154419
W01000287,1686
W01000298,1537
W01000338,1838
W01000306,2454
W01000320,1917
W01000340,2323
W01000253,1819
W01000254,2271
W01000296,1553
W01000297,1261
W01000304,2027
W01000305,1748
W01000288,2059
W01000290,1206
W01000292,1475
W01000293,1692
W01000289,1408
W01000291,1369
W01000294,1936
W01000295,1704
W01000258,2192
W01000270,1232
W01000271,1268
W01000272,1808
W01000301,1658
W01000273,1583
W01000274,1798
W01000275,1234
W01000278,1570
W01000276,1395
W01000277,1389
W01000279,1139
W01000281,1248
W01000283,2259
W01000332,1594
W01000333,1510
W01000334,1962
W01000335,1117
W01000336,1599
W01000337,2260
W01000252,1650
W01000280,1552
W01000282,1693
W01000325,1485
W01000311,1756
W01000312,1738
W01000328,2157
W01000264,1722
W01000265,1473
W01000323,1538
W01000324,1472
W01000251,1523
W01000268,1731
W01000284,1851
W01000285,1313
W01000286,2292
W01000302,2015
W01000249,1155
W01000250,1515
W01000261,1528
W01000321,1652
W01000322,1352
W01000255,2306
W01000256,1666
W01000257,2308
W01000329,1467
W01000330,2160
W01000331,1521
W01000313,1518
W01000314,1208
W01000315,1910
W01000316,1229
W01000317,1424
W01000318,1285
W01000319,1511
W01000259,1622
W01000260,1762
W01000262,1585
W01000263,1452
W01000266,1665
W01000267,1953
W01000303,1672
W01000326,2055
W01000327,2185
W01000299,1961
W01000300,1716
W01000309,2174
W01000339,1609
W01000269,1623
W01000307,1452
W01000308,1268
W01000310,1891
W06000006,136710
W01000374,1452
W01000375,2252
W01000376,1391
W01000391,1428
W01000392,1683
W01000377,1542
W01000378,1402
W01000379,1743
W01000380,1464
W01000351,2283
W01000373,1818
W01000400,2008
W01000401,1771
W01000347,2911
W01000348,1396
W01000362,1594
W01000363,1586
W01000364,1671
W01000343,1053
W01000344,1271
W01000415,1450
W01000416,1251
W01000368,2094
W01000371,1237
W01000372,1274
W01000387,1182
W01000388,1120
W01000422,2057
W01000341,1576
W01000342,1647
W01000393,1983
W01000352,996
W01000353,1429
W01000413,1447
W01000414,1258
W01000425,2243
W01000349,2139
W01000350,1468
W01000365,2152
W01000402,2466
W01000381,1128
W01000382,1297
W01000423,2239
W01000424,1299
W01001929,1250
W01001931,1597
W01000398,1298
W01000399,1109
W01000406,2226
W01000408,1185
W01000366,1512
W01000367,1333
W01000385,1665
W01000410,1715
W01000386,1548
W01000405,2378
W01000411,1566
W01000412,1553
W01000394,1211
W01000395,1162
W01000407,1272
W01000419,1581
W01000420,1527
W01000354,1795
W01000355,1678
W01000356,1704
W01000389,2047
W01000409,2174
W01000345,1583
W01000346,1558
W01000403,1353
W01000404,2112
W01000359,1205
W01000360,1266
W01000361,2031
W01001930,2131
W01000383,2386
W01000384,1082
W01000390,1617
W01000417,1542
W01000418,1660
W01000369,1296
W01000370,1392
W01000396,1217
W01000397,1042
W06000023,132160
W01000461,1517
W01000470,1990
W01000475,2404
W01001906,1966
W01001907,1234
W01000444,2348
W01000457,2095
W01000458,1752
W01000498,1570
W01000499,1286
W01000500,1567
W01000501,2355
W01000442,2038
W01000452,1884
W01000473,2214
W01000428,1343
W01000441,1490
W01000476,1273
W01000497,1338
W01000433,2310
W01000460,1724
W01000488,2164
W01000434,1639
W01000439,1980
W01000447,2030
W01000480,2069
W01000481,2192
W01000482,1869
W01000478,1835
W01000479,1464
W01000483,1820
W01000429,2307
W01000453,1419
W01000466,1310
W01000467,1468
W01000427,1406
W01000448,1377
W01000449,1583
W01000464,1133
W01000484,1596
